"manu_id","manufacturer_name"
1219,"Flexifoil"
1220,"Air Storm"
1221,"Vintage Model Co."
1222,"Global Gizmos"
1223,"Clementoni"
1224,"signs-unique"
1225,"Jumbo Games"
1226,"Falcon de luxe"
1227,"Castorland"
1228,"Heye"
1229,"Gibsons"
1230,"The House of Puzzles"
1231,"Educa Borras"
1232,"Eurographics"
1233,"Orchard Toys"
1234,"King"
1235,"Haynes"
1236,"James Hamilton Grovely"
1237,"Educa"
1238,"Bepuzzled"
1239,"Nintendogs"
1240,"BBC"
1241,"Goula"
1242,"Express Gifts"
1243,"Sambro"
1244,"Baby Celebrations"
1245,"My1stWish"
1246,"Half Moon Bay"
1247,"Falcon Games"
1248,"Maxim"
1249,"Jigthings"
1250,"White Mountain Puzzles"
1251,"Westland Sea King HC.4"
1252,"Skymarks"
1253,"MODERN TRUCKS"
1254,"TrueScale Miniatures"
1255,"TB"
1256,"Ducati Supersport 1000ds HF 2003 bike"
1257,"Pontiac"
1258,"Vitesse"
1259,"Spark"
1260,"Ducati"
1261,"The Hobby Company"
1262,"Royal Mail"
1263,"AOSHIMA"
1264,"Replicars"
1265,"Wiking"
1266,"Aoshimabunkakyozaisha"
1267,"Horch"
1268,"Chuggington"
1269,"Learning Curve"
1270,"Toys For Play"
1271,"ERTL"
1272,"Caterpillar"
1273,"RC2"
1274,"Robocar Poli"
1275,"ICONIX"
1276,"Tomica"
1277,"Giochi Preziosi"
1278,"Innovention Toys"
1279,"Bob"
1280,"Shopkins"
1281,"Polly Pocket"
1282,"License 2 Play Inc"
1283,"Mini Chou Chou Birdies"
1284,"Monchhichi"
1285,"Believe You Can"
1286,"Powell Craft"
1287,"Imajo"
1288,"Think Pink"
1289,"Lalaloopsy Mini"
1290,"ChoicefullBargain"
1291,"Cabbage Patch Kids"
1292,"Kelly Toys"
1293,"Iwaya"
1294,"Dammit Dolls"
1295,"Beanie Babies"
1296,"Lily Dolls"
1297,"Käthe Kruse"
1298,"JC Toys"
1299,"Plush"
1300,"Sochi 2014"
1301,"Groovy Girl"
1302,"Scream"
1303,"Rag Dolls"
1304,"Cut the Rope  Zeptolab"
1305,"Dirty Fingers"
1306,"MGA Entertainment"
1307,"Rag Doll"
1308,"Mooshka"
1309,"Wonderworld"
1310,"Apples to Pears"
1311,"The Zelf's"
1312,"Collectable Minifigures"
1313,"POP! Rides"
1314,"Jun Planning"
1315,"Rocky Horror Picture Show"
1316,"Character"
1317,"Power Rangers Megaforce"
1318,"Aliens"
1319,"Postman Pat"
1320,"Comansi"
1321,"Polesie Wader"
1322,"Super Mario Bros."
1323,"Ghostbusters"
1324,"Power Rangers Super Mega Force"
1325,"StressCHECK Ltd"
1326,"Ben & Holly"
1327,"Zomlings Series 4"
1328,"Mortal Kombat"
1329,"Bin Weevils"
1330,"filmwelt-shop"
1331,"How to Train You Dragon"
1332,"Wild Kratts"
1333,"Kung Zhu Hamsters"
1334,"Terraria"
1335,"The Nightmare Before Christmas"
1336,"Zhu Zhu Ponies"
1337,"Casdon"
1338,"Erzi"
1339,"Early Learning Centre"
1340,"Pop It Up"
1341,"Tanner"
1342,"Santoys"
1343,"KIDS-OUTLET"
1344,"niceEshop"
1345,"Sooty"
1346,"solido"
1347,"Norscot"
1348,"Yat Ming"
1349,"Vanguard"
1350,"RoadBot"
1351,"Fresh Metal"
1352,"Bauer"
1353,"Ex Mag"
1354,"Jensen"
1355,"Corgi Vanguards"
1356,"Munsters"
1357,"The Online Stores"
1358,"Jaguar"
1359,"Mondo Motors"
1360,"Vanguards"
1361,"Aoshima Models"
1362,"Sylvanian Families"
1363,"STREETS AHEAD"
1364,"Lundby"
1365,"Generico"
1366,"Falcon Miniatures"
1367,"Sue Ryder"
1368,"Jeremie"
1369,"sourcingmap"
1370,"The Dolls House Emporium"
1371,"Heidi Ott"
1372,"Desconocido"
1373,"Town Square Miniatures"
1374,"Aztec Imports  Inc."
1375,"Bif Bang Pow"
1376,"Bolt Action"
1377,"Flames of War"
1378,"Mutant Mania"
1379,"Flames of War Vietnam"
1380,"Nemesis Now"
1381,"KAS"
1382,"Bandai Hobby"
1383,"GHOST RECON"
1384,"Micki"
1385,"Jake and the Neverland Pirates"
1386,"Fish Around"
1387,"Juliet's Kiss"
1388,"BoxSet"
1389,"Wild Republic Europe ApS"
1390,"Jakks Pacific"
1391,"Estia"
1392,"Haba"
1393,"Abystyle"
1394,"DC"
1395,"Sailor Moon"
1396,"Yamato"
1397,"Sideshow Collectable"
1398,"Polar Lights"
1399,"Batman Dark Knight Rises"
1400,"Kidrobot"
1401,"Toy Biz"
1402,"Bloom's cosplay"
1403,"Predators (2010 Movie)"
1404,"Masters of the Universe"
1405,"Phat Company"
1406,"Kotobukiya Co.  Ltd."
1407,"Innotab"
1408,"TNMT"
1409,"LeapFrog"
1410,"Sideshow"
1411,"Sarah Jane Smith Adventures"
1412,"World of Warriors"
1413,"The Penguins"
1414,"Pacific Rim"
1415,"101"
1416,"Spirograph"
1417,"Boikido"
1418,"Science4you"
1419,"Tenflyer"
1420,"Lagoon Group"
1421,"CREATIVE EDUCATIONAL"
1422,"The Glowhouse"
1423,"Domino Express"
1424,"Storyonics"
1425,"Wonder Forge"
1426,"Hape Early Explorer"
1427,"Traditional Garden Games"
1428,"Letterbox"
1429,"Giddy Up"
1430,"Cardinal"
1431,"Pressman Toy International"
1432,"Cardinal Industries"
1433,"Scrabble"
1434,"Gigamic"
1435,"The Little Party Shop"
1436,"The Little Experience"
1437,"Thames & Kosmos"
1438,"KLOO"
1439,"Scene It"
1440,"LISCIANI"
1441,"Games & Puzzles"
1442,"Magnetic"
1443,"Wildcard Games"
1444,"Rummikub"
1445,"Kingfisher"
1446,"Quercetti"
1447,"24 Game"
1448,"Fundex"
1449,"Oskar & Ellen"
1450,"Cup Cake Dice"
1451,"Secret Scholar"
1452,"Dragon-i Toys"
1453,"Money Bingo"
1454,"Engino"
1455,"Merchandise 24/7"
1456,"Puzzler Media Ltd"
1457,"Ridley's"
1458,"North Star Games"
1459,"Linkee 4 little questions. 1 big link."
1460,"A Nightmare On Elm Street"
1461,"Ginger Fox"
1462,"Bettie Page"
1463,"Gear 4 Games"
1464,"Spinning Hat"
1465,"People. Coffee Table Trivia"
1466,"Wildlife"
1467,"Marvel Comics"
1468,"TRIVIAL PURSUIT 1980'S"
1469,"Britannia Games"
1470,"BV Leisure"
1471,"Trival Pursuit"
1472,"GODZILA"
1473,"eDigital Creations Party Supplies"
1474,"Abbey Road Studios- Music Trivia"
1475,"Games"
1476,"James Bond"
1477,"The Name's The Game"
1478,"Breaking Bad"
1479,"Mensa"
1480,"Pazapa"
1481,"Mega"
1482,"Titan Merchandise"
1483,"Tyco"
1484,"MYO Friendship Bracelet"
1485,"CrazyGadget"
1486,"Creation Station"
1487,"Funloom"
1488,"Royal Loom"
1489,"KCG Trading"
1490,"Hama Beads DKL"
1491,"Sculpey"
1492,"JJS Direct UK"
1493,"k2-accessories Chip Beads"
1494,"WHOLESALE BEADS & CHARMS"
1495,"Crazy Grans"
1496,"Wiki"
1497,"Interplay"
1498,"Meadow Kids"
1499,"ASH"
1500,"Simba Toys"
1501,"Concept4u"
1502,"Pipkits"
1503,"HONGBE"
1504,"k2-accessories Charm Pendants"
1505,"Sequin Art Funky Frame Flower"
1506,"girls party bag fillers"
1507,"Jesters"
1508,"Brimtoy Dice Games"
1509,"Cthulhu"
1510,"Warmachine"
1511,"Esdevium Games"
1512,"Cavendish Trading"
1513,"Smartdealspro"
1514,"DGT"
1515,"Fabulous Las Vegas Dice - 5 Pack"
1516,"Golo"
1517,"m.y"
1518,"Ravensburger Spieleverlag"
1519,"Dino Dice"
1520,"Tricks Of The Trade  Inc."
1521,"Waddingtons"
1522,"Screenlife"
1523,"Tantrix"
1524,"Uber Games"
1525,"Goliath"
1526,"Elysium Enterprises"
1527,"SMART SHOPPING"
1528,"Front Porch"
1529,"Square-Enix"
1530,"Feldherr"
1531,"GGS"
1532,"Captain america"
1533,"IronMan"
1534,"Super Heroes"
1535,"Olde Scotland Yard Ltd. !"
