rid,pid,score,info
5089,1556,5," Bought this for my 5 year old to compliment his 3 year old brother's Peter Pan costume.  Hours of entertainment for the pair of them& and us adults watching them play."
5090,1556,5," My 2 (almost 3 year old) has worn this practically every day for the last 4 weeks! Its through the washing machine on a regular basis (even though it just says wipe clean) and it's holding up well& although at the rate we're going we might need to invest in a back up. He looks very cute in it and we've had lots of comments as I've trailed my little Captain Hook through town! Definitely recommend."
5091,1556,5," When I first ordered this costume I was really worried about the sizing& but i should not have worried as the size was perfect. I got a medium for my son who is 4. The quality is really good& and my boy looked so grand as Captain Hook for  a birthday party. Really happy would recommend especially from the seller Buy4less& really prompt."
5092,1556,5," I bought this costume expecting it not to last too long with an active three year old constantly doing battle with crocodiles!!! The costume is great and has endured. Two years later it has been passed down to the next generation of Peter Pan crew... It has been through the washing machine and has been a great purchase."
5093,1556,3," Would be great if the boot coverings stayed up& but they keep falling down so you cant see the buckle detail. A small bit of wire would fix the problem. Would buy again tho and my son likes wearing it. Also the hook is quite flimsy foam. Perhaps plastic would be better"
5094,1556,5," My little boy loved this. Fits very well and he's enjoyed being Captain Hook. We have the Peter Pan one too and they both seem really good quality. He wasn't too keen on the hook that came with the costume but we had a plastic one he's been using instead"
5095,1556,5," Bought this for a dress up day for my son. The quality is great and was a perfect fit for his size. The hat could have been a bit better as it didn't sit quiet right but my son wasn't bothered by it. Delivery was as expected. Very happy boy"
5096,1557,4," Needed this for a carnival float costume. It's not very durable so it wouldn't hold up to a lot of on/off dress up play. But for the occasional event or playtime& it's great (esp. for the price!). It was a VERY cold night and it was loose enough that I was able to layer under it. My daughter thought it was the best thing ever!"
5097,1557,3," Purchased this for the Ugly Bug Ball. Had read previous reviews and wasn't expecting much quality wise (just needed it to last the day). It did that& however upon the first wash it started to disintegrate. Served it's purpose"
5098,1557,5," Bought this outfit for a Roald Dahl day at my daughter's school and was perfect for the Ladybird from James and the Giant Peach!"
5099,1557,4," Good little costume"
5100,1558,5," Super duper service happy with product quality and value for money"
5101,1559,4," I bought this for my daughter to wear at school for the Diamond Jubilee as her year's theme was the Coronation. She wore it over a white dress with a blue sash and she looked the part. The cape is super and the crown has a velcro fastening at the back so it fits anyone."
5102,1559,5," Arrived quick& just how described& little one had it for a school dress up day n loved it :) he got lots of compliments"
5103,1559,5," Grandson thinks he is the king of the world with this - great quality"
5104,1560,5," Very good outfit and fitted perfectly"
5105,1560,5," Sexy Pirate Costume for Pirate Party"
5106,1560,5," Great for the money"
5107,1561,5," Good quality outfit not so great if you have a large ( over a D cup) bra size"
5108,1562,5," I don't consider this 'a toy' but more 'fancy dress'& as such its excellent value for money. Not tinny as I expected but good quality. I thought it would end up in the bin after party over but is in fact in with my costume Jewellery ."
5109,1562,5," Extremely quick service - the product arrived the next morning!  The tag is exactly what I expected - perfect for my fancy dress party!"
5110,1562,5," Upon recieving this item I was really pleased& it was just what I needed for my army fancy dress outfit. It isn't adjustable though& but that presented no problem as one size fits all really! Very comfortable to wear& a perfect item!"
5111,1562,5," This dog tag is without a doubt brilliant!!It has a nice long chain on it which makes it perfect size and sits just perfect.It does not look cheap and nasty& its well made and well put together and very durable.My 4 year old son has already claimed he wants it after im done with it.Really happy with this product& got super fast delivery& everything it says in the description!!"
5112,1562,4," I found this NEW dog tag neklace too be very sportty and also rather sexy& plus with a bit of tallent too as well. When I fancy dress& I always like to do& hence my being such a sporty man& right right? Much love this piece& overall a great buy leavng but munch to be dezired. Thanks atrillion!Best of love&Benji x"
5113,1562,5," Bought as part of dressing up items for my children's Army party. This felt very special to them and they were them any time they want to play soldier& both boys and girls as it's not something they'd normally wear of course. There was much excitement when they put these on. Excellent value and quality"
5114,1562,5," Better than expected& Nice long chain& good quality& shiny silver& and good font/clear on the actual dog tag"
5115,1562,4," I got this for my 9 year old because he's obsessed with all things army& he loves it although he did ask why it had the word s*x on it haha kids eh I obviously explained that meant if your a male or female"
5116,1563,5," Very good item! :))"
5117,1564,5," I ordered this item at the last minute.  It arrived promptly& and was perfect for the Halloween party.  I had prechecked the dress length so no nasty surprises (I'm 5'6|).  The dress has been machine washed in a net bag& on a gentle cycle and is still 100%.  Although it was a bit pricey for myself to pay out& it will be good value for future events."
5118,1564,5," Dress was grt good fitting and comfortable to wear."
5119,1565,5," I bought these shoes for my Halloween clown costume. They completed my outfit. They work great over school shoes. I am a child who has a size 5 shoe size. I love them"
5120,1565,4," Was plesently supprised didn't think they were gonna be very good when I saw them in the packet but once opened and placed over a pair of trainers very effective I was pleasantly supprise how good they looked on and the kids loved them!!"
5121,1565,4," bit dissapointed thought they would have been a little bit bigger but they will do for what i want them for .i think a bit over priced for what they are"
5122,1565,4," The item arrived quickly. It is a good product. I found them to be a little on the small side for my size UK 10 feet though!"
5123,1565,5," These just look great and are very easy to put on regardless of age and seize. They look absolutely awesome too."
5124,1565,5," Without this I could not have completed my clown's costume. It was bit tight for my shoes as my size is 10."
5125,1565,4," These are a fun novelty that are easy to put on and finish the outfit off nicely fitting most shoes."
5126,1565,5," these where the making of the scary clown and fitted weel and did not fall off or slip well done"
5127,1566,5," Perfect for my Australian float& better quality than I expected"
5128,1566,5," Great product. Just what I wanted."
5129,1566,4," good value"
5130,1567,5," Lenses kept falling out but ok for a fancy dress party"
5131,1567,5," Very impressed! ðŸ‘ðŸ¼"
5132,1567,5," lovely glasses"
5133,1567,4," Great item"
5134,1568,5," I ordered this dress for a cosplay event that I am going to. The seller contacted me as a problem was found with the item& but they were a great help and I managed to get the dress in time due to their hard work.The dress itself is absolutely stunning! With lots of detail such as frills& lace and ribbons. One thing I did worry about was the long sleeves& as it's warm at the moment& but the long white part of the sleeves is detachable and attached via small buttons. The skirt is very full and if you buy a petticoat as well it poofs out very nicely. The dress is a lot less heavy than I expected& and has some very cute details with the ribbon that changes the length of the pink overlay on the dress skirt.Overall this is a lovely dress& and very much worth the price."
5135,1568,5," this is a stunning little outfit& bought for my daughter's birthday and she loved it..has also been worn for a photo shoot and everyone loved it....one of the ribbon ties on the sleeve broke but to be fair that is minor and easily fixed"
5136,1568,5," I love this dress looks like it looks on the picture& i'm a x small and it fits perfectly you can adjust the size& very pleased with it definitely worth the money."
5137,1569,5," I ran around Warsaw in this costume and it got a great reception! I think it looks a lot better than the padded Iron Man costumes you can get hold of. I would suggest that you purchase a plastic mask and a couple of light-up hand repulsors to complete the look."
5138,1569,4," Pretty good outfit. A little tight but snug seeing I'm 5'10 and muscularly toned. The feet were tight as I'm size 10 but I wore thin socks seeing it was worn on a coldish night& Hence! Length was good.Thought I'd be better with the XL for overall size and as the head portion is a little awkward when zipping up at back (I have a broad back) and you'll have to manoeuvre the head so your eyes can see though the white eye slits& otherwise the head looks very odd if eyes are below this helmet area. Careful as there as two zips. One from the head zips down to back and also from lower back to mid portion of back/head.Seeing I'm wearing this once or twice& it'll get around for some more usage elsewhere in the household. It's fun& has character& reasonably cheap and I was centre stage for the costume party!A fun Buy!"
5139,1569,3," I cannot fault the service by the seller - only the product.  Yes it looks good from the front BUT the back is plain red and really not very attractive! :-("
5140,1569,5," Bought for my 13yr old son to wear on his rugby tour. Children's sizes all too small so ordered an adult but smallest available was a Medium. Fits really well with only a little excess round the neck but not baggy. Surprisingly good quality material."
5141,1569,5," I bought this and was extremely pleased with it& it looks amazing. Generally going with the sizing guide is your best shot but if in doubt i'd recommend going with the size up as its skin tight anyway and so better for it to be a bit too big than too small.I also would suggest being careful when you put it on as I tugged a bit too hard and ended up creating a rip on the seam& just be warned because it is a snug fit& be gentle!Overall great whether you want to impress at a fancy dress party or fight crime on the weekends."
5142,1569,3," This suit is pretty cool but unfortunately the medium was too small for me. I'm a 5'4| woman and a size 12. Admittedly my bum and thighs will be bigger than your average small framed guy but this was totally see through around the back! I would have bought a bigger size but with the hood on I couldn't see a thing and I felt quite claustrophobic& so unfortunately I'm sending mine back."
5143,1569,4," size is quite small for large and as another review mentioned no holes to see out from"
5144,1569,2," This is required for people with small feet As my brothers size 9's are very tight in this costume.  The rest fits well. But I wouldn't recommend for anyone who wears glasses.  Its says breathable& seeable but if you wear glasses it just steams up."
5145,1570,3," it didnt inflate in 30 seconds but about 30 minutes& and then it wasnt hard enough so sagged a little. so was a bit disappointed.but it arrived very soon after ordered so very pleased with that. couldnt return it as my son was using it the day after it arrived!"
5146,1570,3," The suit looked very good when fully inflated& but the battery life only lasted just over an hour until the suit started deflating. I didn't have any duracell batteries& so it's important to tell the buyer of what batteries are most effective to use."
5147,1570,5," this was a fantastic Christmas present. I bought it for my boss and he and the family and a few friends all had a great time with it."
5148,1570,5," It was very good& stayed inflated when motor was running& and did as stated. Made a good impression and will use it again sometime"
5149,1570,5," Very pleased to see that it actually inflated well and stayed up. My son wore it to a party and said it got lots of laughs!"
5150,1570,5," Decent quality& inflates very quickly and lasted longer than it was needed to. Will use it again in the future."
5151,1570,4," good costume&needs elastic round waist&keeps coming undone clips not good enough.would buy again."
5152,1570,5," Delivered quickly. Looks good. A bit bulky if in a confined space."
5153,1571,5," I rated this product low in durability"
5154,1571,3," Bought this for a lil bit of fancy dress sticks on well but didn't stay on the whole night. Still for the money a grate buy try not to get it wet."
5155,1571,5," Great product sticks to your face like glue& Even was able to have a beer whilst wearing it. Really life like and looks the business"
5156,1571,4," Actually bought this for my PG Tips monkey and turned it into a mohican hair cut and goatee beard. Wicked."
5157,1571,3," As expected"
5158,1572,5," Excellent product. Pretty and comfortable. Can wear for a number of years as expandable waist. Detachable apron is pretty also."
5159,1573,5," Necklace as seen delivered promptly"
5160,1574,5," I find it quite hard sometimes to accesorise.Fashion hasn't always been my forte.With these shrek ears I feel invincible I feel like vogue will call me any minute.Any modelling queries contact me.Stay flawless xox"
5161,1574,4," This product came very quickly& as recorded delivery which I wasn't expecting. As a bonus the ears light up& which I was not aware of when I purchased these& so that was an excellent surprise. My one very silly gripe would be that these were bought as a present& but the cardboard backing they were one had been bent to get them in an envelope for postage- which is going to look a little bit untidy when I give this to my mother and father in law& but I imagine when they realise that the ears light up they will overlook this oversight."
5162,1574,5," Bought shrek ears as part of a fancy dress costume for baby shrek.... Ears worked great! Loved the flashing lights in ears! Great extra touch!!"
5163,1574,5," This product was very good& me and my friends enjoyed using them to please the great Shrek. Shrek is love& Shrek is life!"
5164,1574,3," What can you say about Shrek's ears??? These are a bit small for adults& but bearable for an afternoon or evening."
5165,1574,5," This is an excellent product and a good price.My local Fancy Dress Shop wanted to charge a lot more!"
5166,1574,2," unfortunately when the ears arrived - one side of the headband was snapped. It came with no tags& cardboard backing or anything to indicate it was 'new'. Wasn't worth sending back as it would cost more for posting than I paid for it. I was disappointed AND they didn't light up which I thought they would :("
5167,1574,5," Perfect for the price I paid.  Got them for my son as we are going to Shrek the Musical. They are charging Â£8 for them at the theatre. Abit disappointed that they don't light up as I read a couple of reviews and seen that some people received light up ones.  My son is happy though."
5168,1575,5," Excellent quality and arrived two days later"
5169,1576,4," Was just the job for my song's play st school. He really took to the part. :-) :-)"
5170,1576,5," Great costume and fits perfectly !!"
5171,1577,5," Looked great for a fancy dress night& I'm a bigger size and it fit great& his all the right bits but still felt sexy! My friend who was a lot smaller has the same and also looked fab!"
5172,1577,5," Could not ask for a better fit and quality& looked great with a corset and body stocking& will recommend highly."
5173,1577,5," Happy with this only thing be open minded if you want to match colours as they may differ. For me not a problem."
5174,1577,4," Just what I wanted for a Halloween party& looks good."
5175,1578,3," Its ok for what it is but the hat is fully made of plastic."
5176,1578,5," Ordered for hubby for party looked the part quality fine but shoe covers a bit tricky to fit so he didn't bother"
5177,1579,3," It isn't the quality seen in the picture. There is lose threads everywhere& there is also grey fluff balls that get stuck to the white area of the cloak. I am 160cm and it only comes up to just above my hips! It makes me look wide and huge because of that. There is a strange material underneath totoro's face that sticks out through the seams (Like tissue Paper). I'd only buy this for little kids for dressing up.I give it 1 extra star just because It is warm."
5178,1579,5," My daughter loves it.  It's incredibly soft and very warm"
5179,1579,5," This cloak is very nicely designed and actually fits& which I am pleased about as it's a one size (and I am& shall we say& rotund). The material is quite thin& but it's nice and fleecy& and if you want the edges have poppers that you can use to make sleeves. There is also a popper at the front to keep the front closed. The hood is a good size& and the ears are sturdy enough that if you balance them right they will stand up instead of just flopping over. Customer service was also very good. Would be happy to order similar items again."
5180,1579,5," After reading reviews I genuinely wasn't expecting much for the price&  yet once it was delivered I was amazed at the quality and accuracy of this item. I genuinely don't understand why this has bad reviews. The fabric is amazingly soft like a expensive plush toy and the face is incredibly accurate even with the finest details of the whiskers and the sleeve system is awesome!  I bought this just to snuggle up in around my house as it's quite cold but it's so nice I feel like I'll ruin it. Amazing value for money!"
5181,1579,5," I advice people before they buy that they should consider that it is shipping from a country that sell clothes sizes smaller than us in the UK or America.I loved the design& very much like the one in the photo& I am a little confused why the whiskers are only on one side of the hood.I did have some slight small stains on the teeth inside the hood& but it does not bother me that much as I'm guessing it was factory made.I find the material very soft though and comfy to wear around the house and to lounge in."
5182,1579,5," I bought this for my fiancÃ©s birthday but couldnt help myself and had to try it on& its very well made& the quality of the actuall material/fur is very good. Unlike other reviewers I think the size is perfectly fine& definately the right size for most adults or teenagers. I love this and may have to steal it occasionally"
5183,1579,5," its so lovely and cosy and it fits me and I'm an adult and is big enough to keep me cosy& my teenage daughter is going to love it.  really lovely packaging and badge comes with it too."
5184,1579,3," It's OK& not the best made product to be honest& and the face was wonky.We still have no idea how to attach the poppers to make arms :) but that could just be us.We just loved the idea of a Totoro cloak& but it just wasn't that good a quality& wonky face& stitching hanging off& fluff everywhere. A bit disappointing overall. Sorry& I truly wish I could say it was better because we loved the idea of the cloak."
5185,1580,5," Brilliant they really love them"
5186,1581,4," Needed this for my husband for a 2hr carnival procession. Got it next day free delivery and it cost less than Â£5! Very pleased. Not the best quality but for such a great price and delivery& it did the job perfectly! And our team won 2nd prize overall!"
5187,1581,4," Was a great outfit! Came on time and had such an enjoyable evening :-) would deffo recomend to anyone thinking of doing a caveman theme!"
5188,1581,4," My son wore this for a charity volley ball match. Good costume and well made as it lasted through the day and is still in one piece."
5189,1581,1," this is a terrible product&....we threw it in garbage right away& not even possible to donate to charity....what a waste!"
5190,1581,5," Bought this for a costume for a caveman party. Great product& fits well& and material is as expected."
5191,1581,4," Good fancy dress costume& which fits as per normal UK sizes (if you're a medium& buy the medium etc"
5192,1581,3," Only issue was keeping the shoulder part on! had to clip it shut! very baggy"
5193,1582,4," Great outfit for Halloween& fast delivery"
5194,1583,4," Nice weight and good chain length it complimented my fancy dress outfit as Slash the catch spring failed during the evening but I was able to bend it to keep it on.If the catch had not failed I would have given it 5 starsCan't complain too much as it was cheap and was only for the one night."
5195,1583,3," It arrived quickly but as soon as I took it out of the bag the middle 'jewel' fell out!!! No matter I stuck it back with a bit of glue and its fine.Using it as costume jewellery for an 80's night - its a bit heavy but looks just right!!!"
5196,1583,5," very good quality for price &I thought it would look cheap but it didn't & nice and heavy & could wear it as costume jewelry."
5197,1583,5,""
5198,1583,5," This jewelled cross was actually quite amazing.  It was heavy and quite large and fully of crystals.  It look much more expensive than it actually was and totally completed the Ozzy Osbourne look for a party."
5199,1583,5," Bought for Madonnas fancy dress and looked fab& but quality is so good I've worn it several times since as a 'proper' necklace! Excellent service from this seller& highly recommended&."
5200,1583,5," Excellent piece of kit& finished off my ozzy Osborne fancy dress outfit perfectly&fantastic value for money!!! Bargain"
5201,1583,5," I bought this for a friend going to a party as Slash. It looked great against his black t shirt. Delivery was on time and purchased for a good price."
5202,1584,5," ok"
5203,1585,4," Bought for a fancy dress birthday party& got the size large which will fit size 14-16. Great outfit which I hope to use again!"
5204,1586,2," The costume arrived within a few days and my son was really excited about wearing his King Arthur outfit. Unfortunately& it is cheap material and unlikely to last very long - you'd probably refer to it as 'tat'.He's only worn it twice and it's already frayed in areas. He loves the outfit but I think it has been a waste of money - if only I was good at sewing!"
5205,1586,1," Got this costume for aged 6-8 yr olds from party delights-terrible quality. The silvery trousers were snagged in many places& no belt came with it"
5206,1586,5," This is a great costume for dressing up. My 5 year old has had lots of fun with it so far. Good quality too."
5207,1586,4," Very well received by grandson aged 4"
5208,1586,3," Looks really good until lots of children start to wear it.  Leggings are scratchy and tend to catch on the velcro.  Elasticated footwear did not last long before it was broken.  However& the children loved wearing it all."
5209,1586,3," Great wee suit got it for my 4 year old he loves it but silver fabric plucks easy and i personally wouldnt let him wear it any where near a naked flame."
5210,1586,5," Nephew loved this& especially the parts that go over the top of your boots! Exactly what he wanted and good value for money."
5211,1586,5," This item is axcellent value for money. My nephew who is 4& has worn it everywhere and slained every monster imaginable."
5212,1587,4," as expected"
5213,1588,5," Really good costume& well designed and comfortable. Would recommend - its obviously going to worn for novelty purposes so good for the purpose its intended."
5214,1588,4," Mmm does the job& very revealing but overall a good purchase."
5215,1589,4," I bought this for my 20 yr old son. He says that he has wanted one for ages and he is delighted with it."
5216,1589,5," Great fitting and well made piece of fancy dress.  Only drawback is the lack of eye holes and having to strip off to go to the toilet.  Looks great."
5217,1589,5," The morph suit .looks great on and is a real fu costume.The thingis you can be as silly as you likein it and nobody knows its you"
5218,1589,5," Great fun... Fitted well& I have a skinny build but at 6'3 I want sure if it would fit but it was just snug"
5219,1590,5," Good quality costume at a good price and the headpiece is fantastic & all you need to add is a pair of leggings"
5220,1590,5," Cool costume and arrived quickly:)"
5221,1591,5," Excellent quality and price."
5222,1592,4," Had and eye mask included. Not fantastic quality& but more than acceptable for the price and purpose. All in all& very happy with my purchase."
5223,1593,4," Great buy. The fringe goes around the whole dress unlike other flapper dresses. The plastic buckles that hold the shoulder stripes are a bit weak and can break but I changed them easily. I am size 10 but the dress is a bit tight in the heaps - so if you want to dance tango& get one that is a size bigger."
5224,1593,4," I'm a size 12 and 10-12 fitted fine. Do find the tassles all over the floor though but still served its purpose. Fast delivery and packaged in protective bag."
5225,1593,4," Bought this for a fancy dress hen-do. As noted in some of the other reviews& this dress does have a tendency to shed a bit&  especially when first taken out of the packaging& but it was fine on the night. Arrived very quickly. I was a bit dubious about buying online but this fit very well. I am a size 10-12 with rather curvy hips but this fit fine."
5226,1593,5," This dress was delivered promptly and of the highest quality! The picture is very true in terms of length and this dress has adjustable straps. Heavy weighted dress and ideal for party& theatre costume or fancy dress. Excellent."
5227,1593,4," Looks good with tassels all way round dress. Most other dresses I looked at just had tassels at the front& however& the sizing is on the small side& so be warned. I'm a size 10-12 so got that but it only just fits!"
5228,1594,3," the suit came with damp mouldy patches on the helmet& i guess its not a biggie as you can just clean it but was a little annoying& the suit overall is really good quality and with the bonus of the removable mask& going to be getting my glasto on in this bad boy"
5229,1594,5," Hubby loved it"
5230,1594,4," High quality material& fast delivery& only issue is the lack of gun. All replicas and even nerf stormtrooper guns are very expensive so I ended up buying a Â£6 plastic rifle on eBay (actually was a lot better than expected& sounds& vibration and lights).Still a good buy overall though& relative to renting a real plastic costume."
5231,1595,4," As usual with these things& the material isn't the greatest but overall it was OK.  I just wish they wouldn't use velcro on the costumes because it always catches the material elsewhere and ends up spoiling it.  It was nice to have the headband included and the fit for a tall 5 year old was good."
5232,1595,5," I bought this for my 6 year old niece and she wore it for 3 days only taking it off to sleep. Great value for money better than the disney shop version which is cheaper made."
5233,1595,5," Bought for two little nieces on their birthday& the actual dress was the better version of the dark turquoise version (which I originally wanted) so I was extremely pleased to see the little princesses in their costumes!"
5234,1595,5," this was for my 6 year old daughter she loves it& quality is good& and prompt delivery. I did have a look at others but this one was good quality fir the price"
5235,1595,5," My daughters 6 and loves this dress. would definitely recommend This to anyones child that loves dressing up and brave like mine."
5236,1595,4," The product was not quite what I expected it to look like but seems fine nevertheless. The colour is darker. I cannot say whether it will be hard wearing or not& as it is being sent abroad to my granddaughter for Christmas"
5237,1595,4," The dress is darker in colour than it looks in the provided photo& but my 5 year old loves it regardless. The material is better than I expected and compared to many other costumes I've bought."
5238,1595,5," Bought this for my granddaughter& Grace and she absolutely loves it. Any girl who enjoys dressing up and sees herself as a bit of a princess in the making will love it too."
5239,1596,3," I was pleased with the product but the reason I bought 2 pairs was that I needed one for a 7 year old and one for a 10  year old which was perfect because it stated that they fitted 6 to 12 but unfortunetaly they were far too small for the 10 year old and she is just an average 10 year old& no bigger than she should be for her age. Saying that they are good quality tights."
5240,1596,1," Ordered what was described as plus size tights for an adult witches costume. The tights were either made for a plus size child or an adult below 4ft 6| in height as the tights barely passed my knees!!! Because I had obviously tried them on& I couldn't return them so I'm stuck with a product that is poorly labelled and evidently badly described - a total waste of money!!"
5241,1596,5," I bought these tights as part of a halloween 'raggy doll' costume.I was worried they wouldn't fit properly as I'm 5' and size 6 but they were fine.Brilliant for fancy dress. Would definately recommend."
5242,1596,3," These are great tights - but tight is the word. I am a size 16 and I could just about wear them (needed for a costume). I had something on over them otherwise they would have rolled down. Great tights though& nice and strong and a great colour."
5243,1596,2," I dis not open these until the evening of the event I needed them for and was very annoyed to find a hole and a ladder running from mid calf to toe. The pair I also bought for a friend at the same time also had exactly the same fault. For the price this was a very poor buy and it was too late to do anything about it or get replacements."
5244,1596,4," Excellent addition to a Where's Wally outift. I am 5'8 and they were a little short in the leg but not too bad. They are sturdy and survived a 16 hours of wear& numerous forms of transport and a night on the tiles without any problems. (It was for a charity event - I don't normally dress as Where's Wally!)"
5245,1596,4," These tights went perfectly with my Cirque Sinister Poiret costume.  My only criticism is that they are one size fits all and after being worn for a couple of hours became a little loose.  To be honest its not even a criticism really as it meant I was super compfortable."
5246,1596,5," These were really good quality for the price. I was a little worried that they might be a little small as the models on the pictures have legs like sticks but I was pleasantly surprised as they are a good size and fitted very comfy over my size 16 hips.They also are quite strong fabric which didn't ladder or tear even though I was wearing them for the full night. Over all a very good product and did the job perfectly."
5247,1597,4," Just what I needed for my son to dress up as something British for his school UN day"
5248,1597,5," Fits perfect. Ideal for occasion. Many thanks."
5249,1597,5," Great outfit fit my 5 year fab :)"
5250,1598,5," Good delivery prompt seller will buy again A****"
5251,1598,4," good delivery. ok for fancy dress"
5252,1599,1," No way was this outfit made for a 3-4 year old! I had to cut 8 inches off the bottom of the hem and my daughter is tall for 3! (Wears 4-5 year old clothes). Had to be dramatically altered."
5253,1599,4," Great costume my daughter loved it& the sizes are really big which is a nice change as costumes are usually tiny"
5254,1599,5," very pleased &the dressed arrived extremly promptly and was exactly as discribed &fitted my daughter perfectly . value for money washed brillantly and put away for next years fancy dress parties"
5255,1599,5," Very good and prompt service. The costume is well worth the money"
5256,1599,4," Looks good on my 11 years old"
5257,1599,5," Came really quickly and fits well. My daughter loves it."
5258,1599,5," really good quality and the colar stood up really well"
5259,1599,5," My daughter loved this outfit for Halloween."
5260,1600,4," Its a good nicely fine detailed little scale model.  I bought it as it seems a somewhat unique vehicle& I have other 1:76 scale cars that I owned or drove in my early 20's for the idea of photographic 'mini scenes' featuring these cars.For the hearse here I bought scale model headstones pack& but I think I must buy one or two of the limousine versions of this vehicle to complete the scene.It comes screwed to a base in a dedicated transparent plastic box for display if required."
5261,1600,5," perfect model exactly what he wanted for a birthday present and it arrived very quickly and packed well very pleased with the service and at a very good price"
5262,1600,5," A good model and quite detailed. It's a strange model to buy but it looks at home in the churchyard of my model railway."
5263,1600,5," leads my ds 420 limousine"
5264,1601,5," REALLY GOOD MODEL I DID ONLY WANT A SMALL MODEL AND THAT IS WHAT I GOT"
5265,1602,5," if you collect cars this is a great one to have in your collection. a great looking model."
5266,1603,5," good"
5267,1604,5," nice model &very good service"
5268,1604,5," Well crafted . and great details"
5269,1605,5," a nice model"
5270,1605,5," pot ons"
5271,1606,5," He loved it"
5272,1607,5," If you're going to do it why not do it in style?Back to the Future is a classic movie trilogy and i've been looking for a decent model of the Delorean for YEARS!This is phenomenal - First time you see it you'll be amazed! It should hold pride of place in your home.But remember& it's not a toy! Don't let the kids get their paws on it!Go buy it& you won't be disappointed. I'm off to get the next one!"
5273,1607,4," Really pleased with my purchase highly detailed and a great addition to my collection of movie cars"
5274,1607,5," Fantastic Product!  A little pricey but you get what you pay for!"
5275,1608,5," Exquisite model."
5276,1609,2," Not the right colour but a good model all the same... It's red in the photo but white when delivered& shame as my XKR is red hence the return."
5277,1609,5," Absolutely wonderful model& great value and great quality. My son LOVES this car and was a very happy boy Christmas morning :)"
5278,1609,5," great wee reproduction"
5279,1610,5," A++++++ Product"
5280,1610,5," top toy"
5281,1611,5," Looks awesome& my dad loved it x"
5282,1611,5," Brilliant a master piece"
5283,1611,5," neat model"
5284,1612,5," Fantastic lorry bought for my husband who collects them these are as good as the corgi models very authentic i especially wanted this one as the owens road hulage company is only 20 miles away from us and we see these on a regular basis recommended."
5285,1612,5," 1:76 model highly detailed for the size. I did not know what size it would be as there was no mention if it in the descriptions. Great looking model hiwevr and nice addition to my collection. Very happy. Fast delivery. Oh& it comes in a plastic display case too."
5286,1612,5," Good"
5287,1613,5," Good quality for price"
5288,1614,5," excellent....well pleased"
5289,1615,5," Fantastic models - sadly defunct..Why have Ferrari allowed Burago to represent them in this market?Burago 1/43 models are rubbish - only suitable for kids who like to crash stuff."
5290,1616,5," great car and really nice size. my son loved it. the front doors open and reasonably robust for a 3 year old.arrived promptly good service"
5291,1616,5," Great design."
5292,1617,4," Grandson loves it"
5293,1618,5," good"
5294,1619,5," grand son absolutely loved these. been waiting a long time for chick to add to his collection."
5295,1619,5," Super fast delivery and excellent quality products"
5296,1619,5," Very good! My son was very happy"
5297,1619,4," Great as described"
5298,1620,5," My son always wants 007 model cars for Christmas and they can be difficult to find in shops& especially particular ones from certain films. It's easier than ever to find them online at Amazon& no trudging round for hours and driving from town to town wasting petrol!"
5299,1621,5," very happy& as described& stands up to a 3year old throwing them around and 'bathing' them& still has all the paint on too& so all in all very happy& would buy again."
5300,1621,4," The cars arrived on time and my grandson will be delighted with them when Santa brings them at Christmas.  They are only small but well made& and will be just right for him to put in his pocket or in mummy's bag.  I would recommend them."
5301,1621,5," very life like and well made& can take a good bashing. good deal as well- i think cheaper than the ones at the disney store"
5302,1621,5," My son loves the little yellow car.  He takes it out with him everyday.  Very unique& not one that I've seen in any store."
5303,1622,5," This was for a friend and the look on her face wneh I gave her this as a present said it all"
5304,1623,5," Fits in with my collection perfectly. Delivery as expected"
5305,1623,5," very  happy it brought back many happy memories.Thankyou."
5306,1623,5," Great pickup and very happy with this model. Thank you."
5307,1623,5," Arrived quickly and very happy. Thank you!"
5308,1623,5," Present"
5309,1624,4," It was a gift so don't know how well it worked but looked good."
5310,1625,5," very good detailed model. quick delivery service."
5311,1626,5," great little vehicle perfect for my 00 scale train layout"
5312,1626,5," My two year old grandson was in raptures. He lives taxis!"
5313,1627,5," Excellent delivery timing& good size package& good quality for the price. Excellent seller. Whoever wants something like this the best choice to buy& highly recommended."
5314,1627,5," Son was over the moon with this at Christmas"
5315,1627,3," Expensive but my kids loved it"
5316,1628,5," Bought for my model collection& looks great an well made an a lot of detail on the tractor and at a good price."
5317,1628,5," My 21 year old boyfriend loved this for his birthday& very realistic for the price! Thank you very much. :-)"
5318,1628,5," So pleased with this item detail clear"
5319,1629,5," As a keen follower of the Dakar every year. The model KTM is very realistic with great detail."
5320,1630,5," Great model of an all time classic! Husband was thrilled!"
5321,1630,5," Absolutely stunning model."
5322,1631,5," Bought for a small grandson who absolutely adores it.  Sturdy& has its own display box for 'best'& couldn't be better"
5323,1632,5," My 7 year old son in farm mad. This is what he said he would like for Christmas. He was thrilled with it.As always from Siku this is of good quality& however there are a lot of small plastic parts (wing mirrors etc) that do look like they could break off quite easily if not looked after.Overall a great addition to his collection."
5324,1632,5," My Grandson thoroughly enjoyed this well made toy"
5325,1633,4," Bought this for a friend as kind of a joke birthday present as she always wanted this exact bike. She was very impressed with the detail on the model and loved the gift. Postage was very quick& it got here on time. However I think 15 quid is a bit much for a model& if there was a cheaper one I would have bought it instead. Overall good quality product& though I would say it's more of a collectable than a toy."
